Programs/bug_id,Bad practice Warnings,Correctness Warnings,Dodgy code Warnings,Experimental Warnings,Internationalization Warnings,Malicious code vulnerability Warnings,Multithreaded correctness Warnings,Performance Warnings,Total,Density*
JacksonDatabind/54_buggy,88,11,16,0,0,27,9,1,152,4.32
JacksonDatabind/55_buggy,90,6,19,0,0,26,9,1,151,4.38
JacksonDatabind/56_buggy,90,6,19,0,0,26,9,1,151,4.38
JacksonDatabind/57_buggy,90,6,19,0,0,26,9,1,151,4.38
JacksonDatabind/58_buggy,90,6,19,0,0,26,9,1,151,4.38
JacksonDatabind/59_buggy,87,12,16,0,0,27,9,1,152,4.31
JacksonDatabind/60_buggy,87,12,16,0,0,27,9,1,152,4.31
JacksonDatabind/61_buggy,87,12,16,0,0,27,9,1,152,4.3
JacksonDatabind/62_buggy,89,6,19,0,0,26,9,1,150,4.36
JacksonDatabind/63_buggy,87,13,16,0,0,27,9,1,153,4.32
JacksonDatabind/64_buggy,87,13,16,0,0,27,9,1,153,4.32
JacksonDatabind/65_buggy,87,13,16,0,0,27,9,1,153,4.32
JacksonDatabind/66_buggy,87,13,16,0,0,27,9,1,153,4.32
JacksonDatabind/67_buggy,87,13,16,0,0,27,9,1,153,4.32
JacksonDatabind/68_buggy,87,13,16,0,0,27,9,1,153,4.32
JacksonDatabind/69_buggy,89,6,19,0,0,26,9,1,150,4.36
JacksonDatabind/70_buggy,87,13,16,0,0,27,9,1,153,4.32
JacksonDatabind/71_buggy,89,6,19,0,0,26,9,1,150,4.36
JacksonDatabind/72_buggy,89,6,19,0,0,26,9,1,150,4.35
JacksonDatabind/73_buggy,87,13,16,0,0,27,9,1,153,4.31
JacksonDatabind/74_buggy,87,13,16,0,0,27,7,1,151,4.26
JacksonDatabind/75_buggy,87,12,16,0,0,27,7,1,150,4.23
JacksonDatabind/76_buggy,86,12,16,0,0,27,7,1,149,4.2
JacksonDatabind/77_buggy,89,6,19,0,0,26,9,1,150,4.35
JacksonDatabind/78_buggy,86,12,16,0,0,27,7,1,149,4.19
JacksonDatabind/79_buggy,89,6,19,0,0,26,9,1,150,4.35
JacksonDatabind/80_buggy,97,24,20,0,0,30,7,1,179,4.8
JacksonDatabind/81_buggy,97,24,20,0,0,30,7,1,179,4.8
JacksonDatabind/82_buggy,86,12,16,0,0,27,7,1,149,4.19
JacksonDatabind/83_buggy,86,12,16,0,0,27,7,1,149,4.19
JacksonDatabind/84_buggy,86,12,17,0,0,27,7,1,150,4.22
JacksonDatabind/85_buggy,86,12,17,0,0,27,7,1,150,4.22
JacksonDatabind/86_buggy,86,12,17,0,0,27,7,1,150,4.21
JacksonDatabind/87_buggy,86,12,17,0,0,27,7,1,150,4.21
JacksonDatabind/88_buggy,86,12,17,0,0,27,8,1,151,4.24
JacksonDatabind/89_buggy,86,12,17,0,0,27,8,1,151,4.24
JacksonDatabind/90_buggy,86,12,17,0,0,27,8,1,151,4.23
JacksonDatabind/91_buggy,86,12,17,0,0,27,8,1,151,4.23
JacksonDatabind/92_buggy,89,6,19,0,0,26,9,1,150,4.35
JacksonDatabind/93_buggy,86,12,17,0,0,27,8,1,151,4.23
JacksonDatabind/94_buggy,89,6,19,0,0,26,9,1,150,4.35
JacksonDatabind/95_buggy,86,12,17,0,0,27,8,1,151,4.22
JacksonDatabind/96_buggy,100,22,17,0,0,30,5,1,175,4.58
JacksonDatabind/97_buggy,100,22,17,0,0,30,5,1,175,4.58
JacksonDatabind/98_buggy,100,22,17,0,0,30,5,1,175,4.58
JacksonDatabind/99_buggy,86,12,17,0,0,27,8,1,151,4.22
JacksonDatabind/100_buggy,100,22,17,0,0,30,5,1,175,4.58
JacksonDatabind/101_buggy,100,22,17,0,0,30,5,1,175,4.58
JacksonDatabind/102_buggy,100,22,17,0,0,30,5,1,175,4.58
JacksonDatabind/103_buggy,100,22,17,0,0,30,5,1,175,4.58
JacksonDatabind/104_buggy,100,22,17,0,0,30,5,1,175,4.58
JacksonDatabind/105_buggy,100,22,17,0,0,30,5,1,175,4.57
JacksonDatabind/106_buggy,100,22,17,0,0,30,6,1,176,4.56
JacksonDatabind/107_buggy,100,22,17,0,0,30,6,1,176,4.6
JacksonDatabind/108_buggy,100,22,17,0,0,30,6,1,176,4.56
JacksonDatabind/109_buggy,100,22,17,0,0,30,6,1,176,4.55
JacksonDatabind/110_buggy,100,22,17,0,0,30,6,1,176,4.6
JacksonDatabind/111_buggy,100,22,17,0,0,30,6,1,176,4.6
JacksonDatabind/112_buggy,100,22,17,0,0,30,6,1,176,4.6
JacksonXml/1_buggy,9,0,3,0,0,1,0,1,14,4.7
JacksonXml/2_buggy,9,0,3,0,0,1,0,1,14,4.69
JacksonXml/3_buggy,9,0,3,0,0,1,0,1,14,4.69
JacksonXml/4_buggy,9,0,3,0,0,1,0,1,14,4.66
JacksonXml/5_buggy,10,0,3,0,0,1,0,1,15,4.84
JacksonXml/6_buggy,10,0,3,0,0,1,0,1,15,4.84
Jsoup/1_buggy,0,0,3,0,0,0,0,0,3,1.48
Jsoup/2_buggy,0,0,3,0,0,0,0,0,3,1.48
Jsoup/3_buggy,0,0,3,0,0,0,0,0,3,1.46
Jsoup/4_buggy,0,0,6,0,0,0,0,1,7,2.56
Jsoup/5_buggy,0,0,6,0,0,0,0,1,7,2.56
Jsoup/6_buggy,0,0,6,0,0,0,0,1,7,2.15
Jsoup/7_buggy,0,0,6,0,0,0,0,1,7,2.13
Jsoup/8_buggy,0,0,6,0,0,0,0,1,7,2.12
Jsoup/9_buggy,0,0,6,0,0,0,0,1,7,2.12
Jsoup/10_buggy,0,0,6,0,0,0,0,1,7,2.09
Jsoup/11_buggy,0,0,6,0,0,0,0,1,7,2.08
Jsoup/12_buggy,1,0,8,0,0,0,0,4,13,3.42
Jsoup/13_buggy,1,0,17,0,0,0,0,4,22,3.16
Jsoup/14_buggy,1,0,17,0,0,0,0,4,22,3.14
Jsoup/15_buggy,1,0,16,0,0,0,0,4,21,2.97
Jsoup/16_buggy,1,0,13,0,0,0,0,4,18,2.55
Jsoup/17_buggy,1,0,13,0,0,0,0,4,18,2.55
Jsoup/18_buggy,1,0,13,0,0,0,0,4,18,2.55
Jsoup/19_buggy,1,0,13,0,0,0,0,4,18,2.54
Jsoup/20_buggy,1,0,13,0,0,0,0,2,16,2.19
Jsoup/21_buggy,1,0,13,0,0,0,0,2,16,2.19
Jsoup/22_buggy,1,0,13,0,0,0,0,2,16,2.18
Jsoup/23_buggy,1,0,13,0,0,0,0,2,16,2.17
Jsoup/24_buggy,1,0,13,0,0,0,0,2,16,2.17
Jsoup/25_buggy,1,0,13,0,0,0,0,2,16,2.16
Jsoup/26_buggy,1,0,13,0,0,0,0,2,16,2.15
Jsoup/27_buggy,1,0,13,0,0,0,0,2,16,2.15
Jsoup/28_buggy,1,0,13,0,0,0,0,2,16,2.15
Jsoup/29_buggy,1,0,12,0,0,0,0,1,14,1.88
Jsoup/30_buggy,1,0,12,0,0,0,0,1,14,1.88
Jsoup/31_buggy,1,0,12,0,0,0,0,1,14,1.87
Jsoup/32_buggy,1,0,12,0,0,0,0,1,14,1.86
Jsoup/33_buggy,1,0,13,0,0,0,0,1,15,1.92
Jsoup/34_buggy,1,0,13,0,0,0,0,1,15,1.92
Jsoup/35_buggy,1,0,13,0,0,0,0,1,15,1.92
Jsoup/36_buggy,2,0,11,0,0,0,0,1,14,1.77
Jsoup/37_buggy,2,0,11,0,0,0,0,1,14,1.76
Jsoup/38_buggy,2,0,11,0,0,0,0,1,14,1.76
Jsoup/39_buggy,2,0,11,0,0,0,0,1,14,1.75
Jsoup/40_buggy,2,0,12,0,0,0,0,1,15,1.87
Jsoup/41_buggy,3,0,12,0,0,0,0,3,18,2.14
Jsoup/42_buggy,3,0,11,0,0,0,0,3,17,2.01
Jsoup/43_buggy,1,0,13,0,0,0,0,3,17,2
Jsoup/44_buggy,1,0,13,0,0,0,0,3,17,2
Jsoup/45_buggy,1,0,13,0,0,1,0,3,18,2.1
Jsoup/46_buggy,1,0,13,0,0,1,0,3,18,2.1
Jsoup/47_buggy,1,0,13,0,0,1,0,3,18,2.1
Jsoup/48_buggy,1,0,13,0,0,1,0,3,18,2.09
Jsoup/49_buggy,1,0,13,0,0,1,0,3,18,2.08
Jsoup/50_buggy,9,0,12,0,0,1,0,2,24,2.78
Jsoup/51_buggy,9,0,12,0,0,1,0,2,24,2.77
Jsoup/52_buggy,9,0,11,0,0,1,0,2,23,2.63
Jsoup/53_buggy,9,0,11,0,0,1,0,2,23,2.64
Jsoup/54_buggy,9,0,11,0,0,1,0,2,23,2.63
Jsoup/55_buggy,10,0,11,0,1,1,0,3,26,2.93
Jsoup/56_buggy,10,0,11,0,0,1,0,3,25,2.81
Jsoup/57_buggy,10,0,11,0,0,1,0,3,25,2.8
Jsoup/58_buggy,10,1,13,0,0,1,0,3,28,3.1
Jsoup/59_buggy,10,1,13,0,0,1,0,3,28,3.09
Jsoup/60_buggy,10,1,13,0,0,1,0,3,28,3.09
Jsoup/61_buggy,10,1,13,0,0,1,0,3,28,3.09
Jsoup/62_buggy,10,1,12,0,0,1,0,3,27,2.95
Jsoup/63_buggy,13,1,13,0,0,0,0,3,30,3.25
Jsoup/64_buggy,13,1,13,0,0,0,0,3,30,3.25
Jsoup/65_buggy,13,2,13,0,0,0,0,2,30,3.17
Jsoup/66_buggy,13,2,13,0,0,0,0,2,30,3.13
Jsoup/67_buggy,14,2,13,0,0,0,0,2,31,3.21
Jsoup/68_buggy,14,2,13,0,0,0,0,3,32,3.32
Jsoup/69_buggy,14,2,8,0,0,0,0,3,27,2.8
Jsoup/70_buggy,14,2,8,0,0,0,0,3,27,2.8
Jsoup/71_buggy,14,2,8,0,0,0,0,3,27,2.8
Jsoup/72_buggy,15,2,8,0,0,0,0,3,28,2.89
Jsoup/73_buggy,15,2,8,0,0,0,0,3,28,2.89
Jsoup/74_buggy,15,2,8,0,0,0,0,3,28,2.89
Jsoup/75_buggy,16,2,8,0,0,0,0,3,29,2.98
Jsoup/76_buggy,16,2,8,0,0,0,0,3,29,2.98
Jsoup/77_buggy,16,2,8,0,0,0,0,3,29,2.97
Jsoup/78_buggy,15,2,8,0,0,0,0,3,28,2.87
Jsoup/79_buggy,15,2,8,0,0,0,0,3,28,2.87
Jsoup/80_buggy,15,2,8,0,0,0,0,3,28,2.87
Jsoup/81_buggy,15,2,8,0,0,0,0,4,29,2.97
Jsoup/82_buggy,15,1,8,0,0,0,0,3,27,2.77
Jsoup/83_buggy,15,1,8,0,0,0,0,3,27,2.77
Jsoup/84_buggy,15,1,10,0,0,0,0,3,29,2.97
Jsoup/85_buggy,15,1,10,0,0,0,0,3,29,2.96
Jsoup/86_buggy,15,1,10,0,0,0,0,3,29,2.96
Jsoup/87_buggy,15,1,10,0,0,0,0,3,29,2.96
Jsoup/88_buggy,15,1,10,0,0,0,0,3,29,2.96
Jsoup/89_buggy,15,1,10,0,0,0,0,3,29,2.96
Jsoup/90_buggy,15,0,10,0,0,0,0,3,28,2.85
Jsoup/91_buggy,15,0,10,0,0,0,0,3,28,2.85
Jsoup/92_buggy,13,0,9,0,0,0,0,1,23,2.33
Jsoup/93_buggy,13,0,9,0,0,0,0,1,23,2.33
JxPath/1_buggy,49,4,9,1,3,17,1,26,110,9.16
JxPath/2_buggy,49,4,9,1,3,17,1,26,110,9.16
JxPath/3_buggy,49,4,9,1,3,17,1,26,110,9.15
JxPath/4_buggy,49,4,9,1,3,17,3,20,106,9
JxPath/5_buggy,49,3,9,1,3,17,4,20,106,9
JxPath/6_buggy,49,3,9,1,3,17,4,20,106,8.94
JxPath/7_buggy,49,3,9,1,3,17,4,20,106,8.94
JxPath/8_buggy,49,3,9,1,3,17,4,20,106,8.92
JxPath/9_buggy,49,3,9,1,3,17,4,20,106,8.92
JxPath/10_buggy,49,3,9,1,3,17,4,20,106,8.91
JxPath/11_buggy,49,3,9,1,3,17,4,20,106,8.9
JxPath/12_buggy,49,3,9,1,3,17,4,20,106,8.89
JxPath/13_buggy,50,3,9,1,3,17,4,20,107,8.98
JxPath/14_buggy,51,3,9,1,3,17,4,20,108,9.05
JxPath/15_buggy,51,3,10,1,3,17,4,20,109,9.12
JxPath/16_buggy,51,2,9,1,3,17,4,20,107,8.94
JxPath/17_buggy,51,2,9,1,3,17,4,20,107,8.93
JxPath/18_buggy,51,2,9,1,3,17,4,20,107,8.93
JxPath/19_buggy,42,3,6,0,3,17,3,20,94,8.12
JxPath/20_buggy,42,3,8,0,3,17,4,20,97,8.34
JxPath/21_buggy,42,3,8,0,3,17,4,20,97,8.33
JxPath/22_buggy,42,2,7,0,3,17,4,20,95,8.16
Lang/1_buggy,10,1,7,0,1,0,0,1,20,1.31
Lang/3_buggy,10,1,8,0,1,0,0,1,21,1.38
Lang/4_buggy,10,2,7,0,1,0,0,1,21,1.39
Lang/5_buggy,10,2,7,0,1,0,0,1,21,1.39
Lang/6_buggy,10,2,7,0,1,0,0,1,21,1.4
Lang/7_buggy,10,1,7,0,1,0,0,1,20,1.33
Lang/8_buggy,10,1,7,0,1,0,0,1,20,1.4
Lang/9_buggy,10,0,7,0,1,0,0,1,19,1.32
Lang/10_buggy,10,0,7,0,1,0,0,1,19,1.32
Lang/11_buggy,10,0,7,0,1,0,0,1,19,1.33
Lang/12_buggy,10,0,7,0,1,0,0,1,19,1.33
Lang/13_buggy,10,0,7,0,1,0,0,1,19,1.32
Lang/14_buggy,8,0,5,0,1,0,0,1,15,1.08
Lang/15_buggy,8,0,5,0,1,0,0,1,15,1.08
Lang/16_buggy,9,1,5,0,0,0,0,1,16,1.13
Lang/17_buggy,8,0,5,0,0,0,0,1,14,1.04
Lang/18_buggy,8,0,5,0,0,0,0,1,14,1.04
Lang/19_buggy,8,0,5,0,0,0,0,2,15,1.12
Lang/20_buggy,8,0,5,0,0,0,0,2,15,1.12
Lang/21_buggy,16,1,5,0,0,0,0,2,24,1.8
Lang/22_buggy,16,1,7,0,0,0,0,2,26,1.95
Lang/23_buggy,16,1,7,0,0,0,0,2,26,1.96
Lang/24_buggy,16,1,7,0,0,0,0,2,26,1.96
Lang/25_buggy,16,1,7,0,0,0,0,2,26,1.96
Lang/26_buggy,16,1,6,0,0,0,0,2,25,1.92
Lang/27_buggy,16,1,6,0,0,0,0,2,25,1.93
Lang/28_buggy,14,2,6,0,0,0,0,2,24,1.9
Lang/29_buggy,14,2,6,0,0,0,0,2,24,1.9
Lang/30_buggy,14,2,6,0,0,0,0,2,24,1.92
Lang/31_buggy,14,2,6,0,0,0,0,2,24,1.93
Lang/32_buggy,14,2,6,0,0,0,0,2,24,1.96
Lang/33_buggy,14,2,6,0,0,0,0,2,24,1.96
Lang/34_buggy,14,2,6,0,0,0,0,2,24,1.96
Lang/35_buggy,14,2,6,0,0,0,0,2,24,1.99
Lang/36_buggy,14,2,6,0,0,1,0,2,25,2.07
Lang/37_buggy,14,2,6,0,0,1,0,2,25,2.07
Lang/38_buggy,14,2,6,0,0,1,0,2,25,2.07
Lang/39_buggy,14,2,6,0,0,1,0,2,25,2.08
Lang/40_buggy,15,2,6,0,0,1,0,1,25,2.03
Lang/41_buggy,15,2,6,0,0,1,0,1,25,2.03
Lang/42_buggy,17,3,12,0,1,7,0,3,43,3.18
Lang/43_buggy,17,3,12,0,1,7,0,3,43,3.18
Lang/44_buggy,17,3,12,0,1,7,0,3,43,3.18
Lang/45_buggy,18,3,12,0,1,7,0,3,44,3.26
Lang/46_buggy,18,3,11,0,1,7,0,3,43,3.3
Lang/47_buggy,18,2,13,0,1,9,0,3,46,3.44
Lang/48_buggy,18,2,11,0,1,9,0,3,44,3.34
Lang/49_buggy,18,2,10,0,1,9,0,3,43,3.31
Lang/50_buggy,18,2,10,0,1,9,0,3,43,3.35
Lang/51_buggy,18,2,8,0,1,7,0,3,39,3.16
Lang/52_buggy,18,2,8,0,1,7,0,3,39,3.16
Lang/53_buggy,18,2,8,0,1,7,0,2,38,3.09
Lang/54_buggy,18,2,8,0,1,7,0,2,38,3.1
Lang/55_buggy,18,2,8,0,1,7,0,2,38,3.1
Lang/56_buggy,18,2,8,0,1,7,0,2,38,3.1
Lang/57_buggy,19,2,8,0,1,7,0,2,39,3.18
Lang/58_buggy,19,2,8,0,1,7,0,2,39,3.18
Lang/59_buggy,19,2,8,0,1,7,0,2,39,3.18
Lang/60_buggy,19,2,8,0,1,7,0,2,39,3.18
Lang/61_buggy,19,2,8,0,1,7,0,2,39,3.18
Lang/62_buggy,19,3,9,0,1,7,0,2,41,3.35
Lang/63_buggy,19,3,9,0,1,7,0,2,41,3.37
Lang/64_buggy,19,3,9,0,1,7,0,2,41,3.39
Lang/65_buggy,20,3,10,0,1,7,0,2,43,3.58
Math/1_buggy,13,0,1,0,0,0,1,2,17,0.31
Math/2_buggy,10,0,1,0,0,0,1,3,15,0.27
Math/3_buggy,10,0,3,0,0,0,1,3,17,0.31
Math/4_buggy,10,0,1,0,0,0,1,3,15,0.28
Math/5_buggy,11,0,10,0,0,0,4,4,29,0.55
Math/6_buggy,10,0,9,0,0,0,4,2,25,0.47
Math/7_buggy,10,0,9,0,0,0,4,2,25,0.47
Math/8_buggy,16,0,9,0,0,0,4,2,31,0.59
Math/9_buggy,14,0,11,0,0,1,4,2,32,0.61
Math/10_buggy,14,0,11,0,0,1,4,2,32,0.63
Math/11_buggy,14,0,11,0,0,1,4,2,32,0.63
Math/12_buggy,14,0,12,0,0,1,4,2,33,0.65
Math/13_buggy,14,0,12,0,0,1,4,2,33,0.65
Math/14_buggy,14,0,11,0,0,1,4,2,32,0.63
Math/15_buggy,9,0,6,0,1,2,4,2,24,0.53
Math/16_buggy,9,0,6,0,1,2,4,2,24,0.53
Math/17_buggy,9,0,4,0,1,0,0,2,16,0.36
Math/18_buggy,9,0,4,0,3,0,0,2,18,0.41
Math/19_buggy,9,0,4,0,3,0,0,2,18,0.41
Math/20_buggy,9,0,4,0,3,0,0,2,18,0.41
Math/21_buggy,9,0,5,0,3,0,0,2,19,0.43
Math/22_buggy,9,0,5,0,3,0,0,2,19,0.43
Math/23_buggy,9,0,5,0,3,0,0,2,19,0.43
Math/24_buggy,9,0,5,0,3,0,0,2,19,0.43
Math/25_buggy,9,0,7,0,3,0,0,2,21,0.48
Math/26_buggy,9,2,7,0,3,0,0,4,25,0.59
Math/27_buggy,9,2,7,0,3,0,0,4,25,0.59
Math/28_buggy,9,2,7,0,3,0,0,4,25,0.59
Math/29_buggy,11,0,4,0,3,0,0,4,22,0.53
Math/30_buggy,11,0,4,0,3,0,0,4,22,0.53
Math/31_buggy,11,0,4,0,3,0,0,4,22,0.53
Math/32_buggy,11,0,4,0,3,0,0,4,22,0.53
Math/33_buggy,9,0,4,0,3,0,0,2,18,0.44
Math/34_buggy,9,0,4,0,3,0,0,2,18,0.44
Math/35_buggy,9,0,4,0,3,0,0,2,18,0.44
Math/36_buggy,13,1,12,0,3,2,0,3,34,0.82
Math/37_buggy,12,1,11,0,5,2,0,3,34,0.82
Math/38_buggy,13,1,10,0,5,2,0,3,34,0.82
Math/39_buggy,13,1,10,0,5,2,0,3,34,0.82
Math/40_buggy,13,1,10,0,5,2,0,3,34,0.82
Math/41_buggy,13,1,10,0,5,2,0,3,34,0.82
Math/42_buggy,13,1,10,0,5,2,0,3,34,0.82
Math/43_buggy,10,1,10,0,5,2,0,3,31,0.75
Math/44_buggy,10,1,10,0,5,2,0,3,31,0.76
Math/45_buggy,10,1,9,0,5,2,0,3,30,0.75
Math/46_buggy,9,1,8,0,5,2,0,3,28,0.72
Math/47_buggy,9,1,8,0,5,2,0,3,28,0.72
Math/48_buggy,9,1,7,0,5,2,0,3,27,0.69
Math/49_buggy,9,1,10,0,5,2,0,3,30,0.76
Math/50_buggy,9,1,11,0,5,2,0,3,31,0.79
Math/51_buggy,9,1,10,0,5,2,0,3,30,0.76
Math/52_buggy,9,1,4,0,5,2,0,3,24,0.64
Math/53_buggy,9,1,4,0,5,2,0,2,23,0.63
Math/54_buggy,8,1,3,0,5,0,0,3,20,0.61
Math/55_buggy,8,0,3,0,5,2,0,2,20,0.61
Math/56_buggy,8,0,3,0,5,2,0,2,20,0.61
Math/57_buggy,9,0,9,0,5,2,0,2,27,0.82
Math/58_buggy,8,0,7,0,5,2,0,3,25,0.77
Math/59_buggy,7,0,7,0,5,0,0,3,22,0.69
Math/60_buggy,7,0,8,0,5,0,0,1,21,0.66
Math/61_buggy,7,1,5,0,5,2,0,1,21,0.63
Math/62_buggy,7,1,5,0,5,0,0,1,19,0.57
Math/63_buggy,7,1,5,0,5,0,0,2,20,0.64
Math/64_buggy,4,2,5,0,5,0,0,1,17,0.57
Math/65_buggy,4,2,5,0,5,0,0,1,17,0.57
Math/66_buggy,1,2,5,0,5,0,0,4,17,0.57
Math/67_buggy,1,1,4,0,5,0,0,1,12,0.41
Math/68_buggy,0,1,1,0,5,0,0,1,8,0.28
Math/69_buggy,0,1,1,0,5,0,0,1,8,0.28
Math/70_buggy,0,1,1,0,5,0,0,1,8,0.28
Math/71_buggy,0,1,1,0,5,0,0,1,8,0.29
Math/72_buggy,0,1,2,0,5,0,0,1,9,0.33
Math/73_buggy,0,1,2,0,5,0,0,1,9,0.33
Math/74_buggy,0,1,1,0,5,0,0,1,8,0.29
Math/75_buggy,0,2,1,0,5,0,0,1,9,0.33
Math/76_buggy,0,2,1,0,5,0,0,1,9,0.33
Math/77_buggy,0,2,1,0,5,0,0,1,9,0.33
Math/78_buggy,0,2,1,0,5,0,0,1,9,0.33
Math/79_buggy,0,2,1,0,5,0,0,1,9,0.33
Math/80_buggy,0,2,1,0,5,0,0,1,9,0.33
Math/81_buggy,0,2,1,0,5,0,0,1,9,0.33
Math/82_buggy,0,2,2,0,5,0,0,1,10,0.38
Math/83_buggy,0,2,2,0,5,0,0,1,10,0.38
Math/84_buggy,0,2,2,0,5,0,0,1,10,0.38
Math/85_buggy,0,2,2,0,5,3,0,1,13,0.49
Math/86_buggy,5,1,5,0,5,2,2,0,20,0.8
Math/87_buggy,5,1,5,0,5,2,2,0,20,0.8
Math/88_buggy,5,1,5,0,5,2,2,0,20,0.8
Math/89_buggy,1,1,3,0,5,2,2,0,14,0.65
Math/90_buggy,1,1,3,0,5,2,2,0,14,0.65
Math/91_buggy,2,1,4,0,5,2,4,0,18,0.85
Math/92_buggy,2,1,4,0,5,2,5,0,19,1.07
Math/93_buggy,2,1,4,0,5,2,5,0,19,1.07
Math/94_buggy,4,2,3,0,5,2,9,0,25,1.42
Math/95_buggy,2,0,2,0,4,2,1,0,11,0.78
Math/96_buggy,2,0,1,0,4,2,1,0,10,0.73
Math/97_buggy,3,0,1,0,4,4,1,0,13,1.1
Math/98_buggy,2,0,1,0,4,4,1,0,12,1.02
Math/99_buggy,2,1,4,0,5,2,5,0,19,1
Math/100_buggy,0,0,0,0,4,4,1,31,40,3.46
Math/101_buggy,0,0,0,0,4,4,1,30,39,3.38
Math/102_buggy,1,0,5,0,4,10,4,25,49,4.42
Math/103_buggy,1,0,6,0,4,10,2,25,48,4.45
Math/104_buggy,1,0,6,0,4,10,2,25,48,4.47
Math/105_buggy,1,0,6,0,4,5,1,21,38,5.52
Math/106_buggy,1,0,6,0,4,5,1,20,37,5.62
Mockito/1_buggy,16,3,2,0,2,9,2,1,35,4.71
Mockito/2_buggy,15,2,1,0,2,9,2,1,32,4.37
Mockito/3_buggy,16,3,1,0,2,9,2,1,34,4.58
Mockito/4_buggy,15,2,1,0,2,9,2,1,32,4.38
Mockito/5_buggy,16,2,1,0,2,9,2,1,33,4.53
Mockito/6_buggy,16,2,1,0,2,9,2,1,33,4.53
Mockito/7_buggy,16,2,1,0,2,9,2,1,33,4.53
Mockito/8_buggy,16,2,1,0,2,9,2,1,33,4.53
Mockito/9_buggy,16,2,1,0,0,9,2,1,31,4.33
Mockito/10_buggy,17,2,1,0,0,9,2,1,32,4.55
Mockito/11_buggy,17,4,1,0,0,9,2,1,34,4.88
Mockito/12_buggy,8,1,0,0,0,9,1,9,28,5.89
Mockito/13_buggy,8,1,0,0,0,9,1,9,28,5.9
Mockito/14_buggy,9,1,0,0,0,9,1,9,29,6.21
Mockito/15_buggy,8,1,0,0,0,9,1,9,28,5.67
Mockito/16_buggy,9,1,0,0,0,9,1,9,29,6.89
Mockito/17_buggy,9,1,0,0,0,9,1,9,29,6.9
Mockito/18_buggy,16,3,1,0,2,9,2,1,34,4.59
Mockito/19_buggy,16,3,1,0,2,9,2,1,34,4.59
Mockito/20_buggy,17,3,1,0,2,9,3,1,36,4.67
Mockito/21_buggy,16,2,1,0,0,9,2,1,31,4.34
Mockito/22_buggy,17,4,0,0,0,9,2,2,34,4.96
Mockito/23_buggy,17,4,0,0,0,9,2,5,37,5.44
Mockito/24_buggy,16,4,0,0,0,9,2,5,36,5.29
Mockito/25_buggy,14,3,0,0,0,8,1,4,30,4.56
Mockito/26_buggy,12,2,0,0,0,8,1,4,27,4.36
Mockito/27_buggy,9,2,0,0,0,9,1,10,31,5.64
Mockito/28_buggy,8,1,0,0,0,9,1,9,28,5.63
Mockito/29_buggy,8,1,0,0,0,9,1,9,28,5.66
Mockito/30_buggy,8,1,0,0,0,9,1,9,28,5.66
Mockito/31_buggy,8,1,0,0,0,9,1,9,28,5.66
Mockito/32_buggy,8,1,0,0,0,9,1,9,28,5.84
Mockito/33_buggy,8,1,0,0,0,9,1,9,28,5.86
Mockito/34_buggy,9,1,0,0,0,9,1,9,29,6.89
Mockito/35_buggy,9,1,0,0,0,9,1,9,29,7.12
Mockito/36_buggy,6,1,0,0,0,9,1,9,26,6.46
Mockito/37_buggy,6,1,0,0,0,9,1,9,26,6.47
Mockito/38_buggy,1,1,0,0,0,7,1,11,21,5.86
Time/1_buggy,13,0,7,0,1,2,0,1,24,1.25
Time/2_buggy,13,0,7,0,1,2,0,1,24,1.25
Time/3_buggy,13,0,7,0,1,2,0,1,24,1.25
Time/4_buggy,13,0,7,0,1,2,0,1,24,1.25
Time/5_buggy,13,0,7,0,1,2,0,1,24,1.25
Time/6_buggy,13,0,7,0,1,2,0,1,24,1.21
Time/7_buggy,13,0,7,0,1,2,0,1,24,1.22
Time/8_buggy,13,0,7,0,1,2,0,1,24,1.22
Time/9_buggy,13,0,7,0,1,2,0,1,24,1.22
Time/10_buggy,13,0,7,0,1,2,0,1,24,1.22
Time/11_buggy,13,0,7,0,1,2,0,2,25,1.28
Time/12_buggy,14,0,7,0,1,2,0,2,26,1.38
Time/13_buggy,14,0,7,0,1,2,0,2,26,1.38
Time/14_buggy,14,0,7,0,1,2,0,2,26,1.39
Time/15_buggy,14,0,7,0,1,2,0,2,26,1.39
Time/16_buggy,14,0,7,0,1,2,0,2,26,1.39
Time/17_buggy,14,0,7,0,1,2,0,2,26,1.39
Time/18_buggy,13,0,7,0,1,2,0,2,25,1.34
Time/19_buggy,13,0,7,0,1,2,0,2,25,1.34
Time/20_buggy,13,0,7,0,1,2,0,2,25,1.34
Time/22_buggy,15,1,7,1,1,2,0,12,39,2.11
Time/23_buggy,15,1,7,1,1,2,0,12,39,2.11
Time/24_buggy,15,1,7,1,1,2,0,12,39,2.11
Time/25_buggy,15,1,7,1,1,2,0,12,39,2.11
Time/26_buggy,15,1,7,1,1,2,0,12,39,2.11
Time/27_buggy,15,1,7,1,1,2,0,12,39,2.12
